sample_name	box	host_subject_id	tube_id	cage_id	condition	collection_timepoint	dob	dod	host_age	host_age_units	collection_disease_stage	cohort	dam	sire	mouse_strain	sex	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_taxid	iacuc_institute	iacuc_protocol_id	latitude	latitude_units	life_stage	longitude	longitude_units	sample_type	scientific_name	taxon_id	title	NASH_score	NASH_category
9aL.N4	3	9aL	9aL_4	STZ_9a	FA	ZT17	11.20.20	04.26.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.N4	3	9aR	9aR_4	STZ_9a	FA	ZT17	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.N4	3	9bN	9bN_4	STZ_9b	NA	ZT17	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bR.N4	3	9bR	9bR_4	STZ_9b	NA	ZT17	11.22.20	03.12.21	12	weeks	NASH	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.N4	3	11B	11B_4	STZ_11	NA	ZT17	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.N4	3	11L	11L_4	STZ_11	NA	ZT17	11.19.20	04.26.21	12	weeks	NASH	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.N4	3	12B	12B_4	STZ_12	NA	ZT17	11.24.20	04.26.21	12	weeks	NASH	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12L.N4	3	12L	12L_4	STZ_12	NA	ZT17	11.20.20	03.12.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
3L.N5	3	3L	3L_5	STZ_3	FT	ZT21	11.18.20	04.27.21	12	weeks	NASH	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
4B.N5	3	4B	4B_5	STZ_4b	FT	ZT21	11.19.20	04.26.21	12	weeks	NASH	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
5L.N5	3	5L	5L_5	STZ_5	FT	ZT21	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6LL.N5	3	6LL	6LL_5	STZ_6	FT	ZT21	11.22.20	04.26.21	12	weeks	NASH	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6R.N5	3	6R	6R_5	STZ_6	FT	ZT21	11.20.20	04.27.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
10N.N5	3	10N	10N_5	STZ_10	FT	ZT21	11.18.20	04.26.21	12	weeks	NASH	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.N5	3	7L	7L_5	STZ_7	FA	ZT21	11.18.20	04.26.21	12	weeks	NASH	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7N.N5	3	7N	7N_5	STZ_7	FA	ZT21	11.18.20	04.27.21	12	weeks	NASH	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8L.N5	3	8L	8L_5	STZ_8	FA	ZT21	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.N5	3	8N	8N_5	STZ_8	FA	ZT21	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.N5	3	9aL	9aL_5	STZ_9a	FA	ZT21	11.20.20	04.26.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.N5	3	9aR	9aR_5	STZ_9a	FA	ZT21	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.N5	3	9bN	9bN_5	STZ_9b	NA	ZT21	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bR.N5	3	9bR	9bR_5	STZ_9b	NA	ZT21	11.22.20	03.12.21	12	weeks	NASH	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.N5	3	11B	11B_5	STZ_11	NA	ZT21	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.N5	3	11L	11L_5	STZ_11	NA	ZT21	11.19.20	04.26.21	12	weeks	NASH	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.N5	3	12B	12B_5	STZ_12	NA	ZT21	11.24.20	04.26.21	12	weeks	NASH	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12L.N5	3	12L	12L_5	STZ_12	NA	ZT21	11.20.20	03.12.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
3L.N6	3	3L	3L_6	STZ_3	FT	ZT1	11.18.20	04.27.21	12	weeks	NASH	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
5L.N6	3	5L	5L_6	STZ_5	FT	ZT1	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6LL.N6	3	6LL	6LL_6	STZ_6	FT	ZT1	11.22.20	04.26.21	12	weeks	NASH	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6R.N6	3	6R	6R_6	STZ_6	FT	ZT1	11.20.20	04.27.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
10N.N6	3	10N	10N_6	STZ_10	FT	ZT1	11.18.20	04.26.21	12	weeks	NASH	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.N6	3	7L	7L_6	STZ_7	FA	ZT1	11.18.20	04.26.21	12	weeks	NASH	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7N.N6	3	7N	7N_6	STZ_7	FA	ZT1	11.18.20	04.27.21	12	weeks	NASH	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.N6	3	8N	8N_6	STZ_8	FA	ZT1	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.N6	3	9aL	9aL_6	STZ_9a	FA	ZT1	11.20.20	04.26.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.N6	3	9aR	9aR_6	STZ_9a	FA	ZT1	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.N6	3	9bN	9bN_6	STZ_9b	NA	ZT1	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bR.N6	3	9bR	9bR_6	STZ_9b	NA	ZT1	11.22.20	03.12.21	12	weeks	NASH	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.N6	3	11B	11B_6	STZ_11	NA	ZT1	11.19.20	04.27.21	12	weeks	NASH	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.N6	3	11L	11L_6	STZ_11	NA	ZT1	11.19.20	04.26.21	12	weeks	NASH	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.N6	3	12B	12B_6	STZ_12	NA	ZT1	11.24.20	04.26.21	12	weeks	NASH	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12L.N6	3	12L	12L_6	STZ_12	NA	ZT1	11.20.20	03.12.21	12	weeks	NASH	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
3L.H1	3	3L	3L_1	STZ_3	FT	ZT5	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
4B.H1	3	4B	4B_1	STZ_4b	FT	ZT5	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
5L.H1	3	5L	5L_1	STZ_5	FT	ZT5	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
10N.H1	3	10N	10N_1	STZ_10	FT	ZT5	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.H1	3	7L	7L_1	STZ_7	FA	ZT5	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7N.H1	3	7N	7N_1	STZ_7	FA	ZT5	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8L.H1	3	8L	8L_1	STZ_8	FA	ZT5	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.H1	3	8N	8N_1	STZ_8	FA	ZT5	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.H1	3	9aL	9aL_1	STZ_9a	FA	ZT5	11.20.20	04.26.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.H1	3	9aR	9aR_1	STZ_9a	FA	ZT5	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.H1	3	9bN	9bN_1	STZ_9b	NA	ZT5	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bB.H1	3	9bB	9bB_1	STZ_9b	NA	ZT5	1920.11.24	1921.04.26	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.H1	3	11B	11B_1	STZ_11	NA	ZT5	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.H1	3	11L	11L_1	STZ_11	NA	ZT5	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
